country,year,sex,age,suicides_no,population,suicides_per_thousand,,,,183.3528646
Dominican Republic,1992,female,5-14 years,4,1664091.14,0.002403714,,,,
Dominican Republic,1992,female,55-74 years,4,1664091.14,0.002403714,,,,
Dominican Republic,1992,female,75+ years,0,1664091.14,0,,,,
Dominican Republic,1992,male,15-24 years,28,1664091.14,0.016826001,,,,
Dominican Republic,1992,male,25-34 years,24,1664091.14,0.014422287,,,,
Dominican Republic,1992,male,35-54 years,28,1664091.14,0.016826001,,,,
Dominican Republic,1992,male,5-14 years,2,1664091.14,0.001201857,,,,
Dominican Republic,1992,male,55-74 years,17,1664091.14,0.010215787,,,,
Dominican Republic,1992,male,75+ years,9,1664091.14,0.005408358,,,,
Dominican Republic,1994,female,15-24 years,5,1664091.14,0.003004643,,,,
Dominican Republic,1994,female,25-34 years,4,1664091.14,0.002403714,,,,
Dominican Republic,1994,female,35-54 years,4,1664091.14,0.002403714,,,,
Dominican Republic,1994,female,5-14 years,1,1664091.14,0.000600929,,,,
Dominican Republic,1994,female,55-74 years,1,1664091.14,0.000600929,,,,
Dominican Republic,1994,female,75+ years,3,1664091.14,0.001802786,,,,
Dominican Republic,1994,male,15-24 years,24,1664091.14,0.014422287,,,,
Dominican Republic,1994,male,25-34 years,16,1664091.14,0.009614858,,,,
Dominican Republic,1994,male,35-54 years,21,1664091.14,0.012619501,,,,
Dominican Republic,1994,male,5-14 years,0,1664091.14,0,,,,
Dominican Republic,1994,male,55-74 years,14,1664091.14,0.008413001,,,,
Dominican Republic,1994,male,75+ years,5,1664091.14,0.003004643,,,,
Dominican Republic,1995,female,15-24 years,10,1664091.14,0.006009286,,,,
Dominican Republic,1995,female,25-34 years,3,1664091.14,0.001802786,,,,
Dominican Republic,1995,female,35-54 years,5,1664091.14,0.003004643,,,,
Dominican Republic,1995,female,5-14 years,4,1664091.14,0.002403714,,,,
Dominican Republic,1995,female,55-74 years,2,1664091.14,0.001201857,,,,
Dominican Republic,1995,female,75+ years,0,1664091.14,0,,,,
Dominican Republic,1995,male,15-24 years,19,1664091.14,0.011417644,,,,
Dominican Republic,1995,male,25-34 years,32,1664091.14,0.019229716,,,,
Dominican Republic,1995,male,35-54 years,26,1664091.14,0.015624144,,,,
Dominican Republic,1995,male,5-14 years,2,1664091.14,0.001201857,,,,
Dominican Republic,1995,male,55-74 years,22,1664091.14,0.01322043,,,,
Dominican Republic,1995,male,75+ years,11,1664091.14,0.006610215,,,,
Dominican Republic,1996,female,15-24 years,6,1664091.14,0.003605572,,,,
Dominican Republic,1996,female,25-34 years,7,1664091.14,0.0042065,,,,
Dominican Republic,1996,female,35-54 years,6,1664091.14,0.003605572,,,,
Dominican Republic,1996,female,5-14 years,0,1664091.14,0,,,,
Dominican Republic,1996,female,55-74 years,3,1664091.14,0.001802786,,,,
Dominican Republic,1996,female,75+ years,1,1664091.14,0.000600929,,,,
Dominican Republic,1996,male,15-24 years,15,1664091.14,0.009013929,,,,
Dominican Republic,1996,male,25-34 years,23,1664091.14,0.013821358,,,,
Dominican Republic,1996,male,35-54 years,30,1664091.14,0.018027859,,,,
Dominican Republic,1996,male,5-14 years,2,1664091.14,0.001201857,,,,
Dominican Republic,1996,male,55-74 years,19,1664091.14,0.011417644,,,,
Dominican Republic,1996,male,75+ years,6,1664091.14,0.003605572,,,,
Dominican Republic,1997,female,15-24 years,5,1664091.14,0.003004643,,,,
Dominican Republic,1997,female,25-34 years,5,1664091.14,0.003004643,,,,
Dominican Republic,1997,female,35-54 years,4,1664091.14,0.002403714,,,,
Dominican Republic,1997,female,5-14 years,1,1664091.14,0.000600929,,,,
Dominican Republic,1997,female,55-74 years,2,1664091.14,0.001201857,,,,
Dominican Republic,1997,female,75+ years,0,1664091.14,0,,,,
Dominican Republic,1997,male,15-24 years,28,1664091.14,0.016826001,,,,
Dominican Republic,1997,male,25-34 years,24,1664091.14,0.014422287,,,,
Dominican Republic,1997,male,35-54 years,41,1664091.14,0.024638074,,,,
Dominican Republic,1997,male,5-14 years,0,1664091.14,0,,,,
Dominican Republic,1997,male,55-74 years,32,1664091.14,0.019229716,,,,
Dominican Republic,1997,male,75+ years,9,1664091.14,0.005408358,,,,
Dominican Republic,1998,female,15-24 years,10,1664091.14,0.006009286,,,,
Dominican Republic,1998,female,25-34 years,5,1664091.14,0.003004643,,,,
Dominican Republic,1998,female,35-54 years,12,1664091.14,0.007211143,,,,
Dominican Republic,1998,female,5-14 years,2,1664091.14,0.001201857,,,,
Dominican Republic,1998,female,55-74 years,9,1664091.14,0.005408358,,,,
Dominican Republic,1998,female,75+ years,1,1664091.14,0.000600929,,,,
Dominican Republic,1998,male,15-24 years,20,1664091.14,0.012018572,,,,
Dominican Republic,1998,male,25-34 years,29,1664091.14,0.01742693,,,,
Dominican Republic,1998,male,35-54 years,39,1664091.14,0.023436216,,,,
Dominican Republic,1998,male,5-14 years,1,1664091.14,0.000600929,,,,
Dominican Republic,1998,male,55-74 years,19,1664091.14,0.011417644,,,,
Dominican Republic,1998,male,75+ years,2,1664091.14,0.001201857,,,,
Dominican Republic,1999,female,15-24 years,5,1664091.14,0.003004643,,,,
Dominican Republic,1999,female,25-34 years,3,1664091.14,0.001802786,,,,
Dominican Republic,1999,female,35-54 years,8,1664091.14,0.004807429,,,,
Dominican Republic,1999,female,5-14 years,1,1664091.14,0.000600929,,,,
Dominican Republic,1999,female,55-74 years,5,1664091.14,0.003004643,,,,
Dominican Republic,1999,female,75+ years,1,1664091.14,0.000600929,,,,
Dominican Republic,1999,male,15-24 years,26,1664091.14,0.015624144,,,,
Dominican Republic,1999,male,25-34 years,32,1664091.14,0.019229716,,,,
Dominican Republic,1999,male,35-54 years,48,1664091.14,0.028844574,,,,
Dominican Republic,1999,male,5-14 years,2,1664091.14,0.001201857,,,,
Dominican Republic,1999,male,55-74 years,35,1664091.14,0.021032502,,,,
Dominican Republic,1999,male,75+ years,8,1664091.14,0.004807429,,,,
Dominican Republic,2000,female,15-24 years,8,1664091.14,0.004807429,,,,
Dominican Republic,2000,female,25-34 years,9,1664091.14,0.005408358,,,,
Dominican Republic,2000,female,35-54 years,11,1664091.14,0.006610215,,,,
Dominican Republic,2000,female,5-14 years,0,1664091.14,0,,,,
Dominican Republic,2000,female,55-74 years,3,1664091.14,0.001802786,,,,
Dominican Republic,2000,female,75+ years,2,1664091.14,0.001201857,,,,
Dominican Republic,2000,male,15-24 years,20,1664091.14,0.012018572,,,,
Dominican Republic,2000,male,25-34 years,32,1664091.14,0.019229716,,,,
Dominican Republic,2000,male,35-54 years,29,1664091.14,0.01742693,,,,
Dominican Republic,2000,male,5-14 years,1,1664091.14,0.000600929,,,,
Dominican Republic,2000,male,55-74 years,26,1664091.14,0.015624144,,,,
Dominican Republic,2000,male,75+ years,7,1664091.14,0.0042065,,,,
Dominican Republic,2001,female,15-24 years,8,1664091.14,0.004807429,,,,
Dominican Republic,2001,female,25-34 years,7,1664091.14,0.0042065,,,,
Dominican Republic,2001,female,35-54 years,5,1664091.14,0.003004643,,,,
Dominican Republic,2001,female,5-14 years,0,1664091.14,0,,,,
Dominican Republic,2001,female,55-74 years,4,1664091.14,0.002403714,,,,
Dominican Republic,2001,female,75+ years,1,1664091.14,0.000600929,,,,
Dominican Republic,2001,male,15-24 years,29,1664091.14,0.01742693,,,,
Dominican Republic,2001,male,25-34 years,26,1664091.14,0.015624144,,,,
Dominican Republic,2001,male,35-54 years,31,1664091.14,0.018628787,,,,
Dominican Republic,2001,male,5-14 years,0,1664091.14,0,,,,
Dominican Republic,2001,male,55-74 years,30,1664091.14,0.018027859,,,,
Dominican Republic,2001,male,75+ years,11,1664091.14,0.006610215,,,,
Dominican Republic,2002,female,15-24 years,7,1664091.14,0.0042065,,,,
Dominican Republic,2002,female,25-34 years,3,1664091.14,0.001802786,,,,
Dominican Republic,2002,female,35-54 years,4,1664091.14,0.002403714,,,,
Dominican Republic,2002,female,5-14 years,0,1664091.14,0,,,,
Dominican Republic,2002,female,55-74 years,3,1664091.14,0.001802786,,,,
Dominican Republic,2002,female,75+ years,0,1664091.14,0,,,,
Dominican Republic,2002,male,15-24 years,20,1664091.14,0.012018572,,,,
Dominican Republic,2002,male,25-34 years,24,1664091.14,0.014422287,,,,
Dominican Republic,2002,male,35-54 years,41,1664091.14,0.024638074,,,,
Dominican Republic,2002,male,5-14 years,3,1664091.14,0.001802786,,,,
Dominican Republic,2002,male,55-74 years,26,1664091.14,0.015624144,,,,
Dominican Republic,2002,male,75+ years,6,1664091.14,0.003605572,,,,
Dominican Republic,2003,female,15-24 years,4,1664091.14,0.002403714,,,,
Dominican Republic,2003,female,25-34 years,2,1664091.14,0.001201857,,,,
Dominican Republic,2003,female,35-54 years,9,1664091.14,0.005408358,,,,
Dominican Republic,2003,female,5-14 years,1,1664091.14,0.000600929,,,,
Dominican Republic,2003,female,55-74 years,1,1664091.14,0.000600929,,,,
Dominican Republic,2003,female,75+ years,3,1664091.14,0.001802786,,,,
Dominican Republic,2003,male,15-24 years,15,1664091.14,0.009013929,,,,
Dominican Republic,2003,male,25-34 years,36,1664091.14,0.02163343,,,,
Dominican Republic,2003,male,35-54 years,44,1664091.14,0.026440859,,,,
Dominican Republic,2003,male,5-14 years,0,1664091.14,0,,,,
Dominican Republic,2003,male,55-74 years,32,1664091.14,0.019229716,,,,
Dominican Republic,2003,male,75+ years,9,1664091.14,0.005408358,,,,
Dominican Republic,2004,female,15-24 years,5,1664091.14,0.003004643,,,,
Dominican Republic,2004,female,25-34 years,10,1664091.14,0.006009286,,,,
Dominican Republic,2004,female,35-54 years,5,1664091.14,0.003004643,,,,
Dominican Republic,2004,female,5-14 years,0,1664091.14,0,,,,
Dominican Republic,2004,female,55-74 years,3,1664091.14,0.001802786,,,,
Dominican Republic,2004,female,75+ years,3,1664091.14,0.001802786,,,,
Dominican Republic,2004,male,15-24 years,19,1664091.14,0.011417644,,,,
Dominican Republic,2004,male,25-34 years,29,1664091.14,0.01742693,,,,
Dominican Republic,2004,male,35-54 years,39,1664091.14,0.023436216,,,,
Dominican Republic,2004,male,5-14 years,7,1664091.14,0.0042065,,,,
Dominican Republic,2004,male,55-74 years,22,1664091.14,0.01322043,,,,
Dominican Republic,2004,male,75+ years,7,1664091.14,0.0042065,,,,
Dominican Republic,2005,female,15-24 years,11,1664091.14,0.006610215,,,,
Dominican Republic,2005,female,25-34 years,8,1664091.14,0.004807429,,,,
Dominican Republic,2005,female,35-54 years,6,1664091.14,0.003605572,,,,
Dominican Republic,2005,female,5-14 years,4,1664091.14,0.002403714,,,,
Dominican Republic,2005,female,55-74 years,3,1664091.14,0.001802786,,,,
Dominican Republic,2005,female,75+ years,1,1664091.14,0.000600929,,,,
Dominican Republic,2005,male,15-24 years,38,1664091.14,0.022835288,,,,
Dominican Republic,2005,male,25-34 years,49,1664091.14,0.029445503,,,,
Dominican Republic,2005,male,35-54 years,66,1664091.14,0.039661289,,,,
Dominican Republic,2005,male,5-14 years,0,1664091.14,0,,,,
Dominican Republic,2005,male,55-74 years,33,1664091.14,0.019830645,,,,
Dominican Republic,2005,male,75+ years,2,1664091.14,0.001201857,,,,
Dominican Republic,2006,female,15-24 years,3,1664091.14,0.001802786,,,,
Dominican Republic,2006,female,25-34 years,2,1664091.14,0.001201857,,,,
Dominican Republic,2006,female,35-54 years,12,1664091.14,0.007211143,,,,
Dominican Republic,2006,female,5-14 years,4,1664091.14,0.002403714,,,,
Dominican Republic,2006,female,55-74 years,5,1664091.14,0.003004643,,,,
Dominican Republic,2006,female,75+ years,0,1664091.14,0,,,,
Dominican Republic,2006,male,15-24 years,26,1664091.14,0.015624144,,,,
Dominican Republic,2006,male,25-34 years,22,1664091.14,0.01322043,,,,
Dominican Republic,2006,male,35-54 years,50,1664091.14,0.030046431,,,,
Dominican Republic,2006,male,5-14 years,2,1664091.14,0.001201857,,,,
Dominican Republic,2006,male,55-74 years,25,1664091.14,0.015023216,,,,
Dominican Republic,2006,male,75+ years,6,1664091.14,0.003605572,,,,
Dominican Republic,2007,female,15-24 years,9,1664091.14,0.005408358,,,,
Dominican Republic,2007,female,25-34 years,9,1664091.14,0.005408358,,,,
Dominican Republic,2007,female,35-54 years,10,1664091.14,0.006009286,,,,
Dominican Republic,2007,female,5-14 years,3,1664091.14,0.001802786,,,,
Dominican Republic,2007,female,55-74 years,4,1664091.14,0.002403714,,,,
Dominican Republic,2007,female,75+ years,1,1664091.14,0.000600929,,,,
Dominican Republic,2007,male,15-24 years,16,1664091.14,0.009614858,,,,
Dominican Republic,2007,male,25-34 years,29,1664091.14,0.01742693,,,,
Dominican Republic,2007,male,35-54 years,54,1664091.14,0.032450146,,,,
Dominican Republic,2007,male,5-14 years,1,1664091.14,0.000600929,,,,
Dominican Republic,2007,male,55-74 years,26,1664091.14,0.015624144,,,,
Dominican Republic,2007,male,75+ years,7,1664091.14,0.0042065,,,,
Dominican Republic,2008,female,15-24 years,3,1664091.14,0.001802786,,,,
Dominican Republic,2008,female,25-34 years,8,1664091.14,0.004807429,,,,
Dominican Republic,2008,female,35-54 years,15,1664091.14,0.009013929,,,,
Dominican Republic,2008,female,5-14 years,2,1664091.14,0.001201857,,,,
Dominican Republic,2008,female,55-74 years,1,1664091.14,0.000600929,,,,
Dominican Republic,2008,female,75+ years,1,1664091.14,0.000600929,,,,
Dominican Republic,2008,male,15-24 years,18,1664091.14,0.010816715,,,,
Dominican Republic,2008,male,25-34 years,28,1664091.14,0.016826001,,,,
Dominican Republic,2008,male,35-54 years,62,1664091.14,0.037257575,,,,
Dominican Republic,2008,male,5-14 years,3,1664091.14,0.001802786,,,,
Dominican Republic,2008,male,55-74 years,32,1664091.14,0.019229716,,,,
Dominican Republic,2008,male,75+ years,11,1664091.14,0.006610215,,,,
Dominican Republic,2009,female,15-24 years,11,1664091.14,0.006610215,,,,
Dominican Republic,2009,female,25-34 years,5,1664091.14,0.003004643,,,,
Dominican Republic,2009,female,35-54 years,8,1664091.14,0.004807429,,,,
Dominican Republic,2009,female,5-14 years,3,1664091.14,0.001802786,,,,
Dominican Republic,2009,female,55-74 years,6,1664091.14,0.003605572,,,,
Dominican Republic,2009,female,75+ years,0,1664091.14,0,,,,
Dominican Republic,2009,male,15-24 years,23,1664091.14,0.013821358,,,,
Dominican Republic,2009,male,25-34 years,42,1664091.14,0.025239002,,,,
Dominican Republic,2009,male,35-54 years,66,1664091.14,0.039661289,,,,
Dominican Republic,2009,male,5-14 years,1,1664091.14,0.000600929,,,,
Dominican Republic,2009,male,55-74 years,23,1664091.14,0.013821358,,,,
Dominican Republic,2009,male,75+ years,15,1664091.14,0.009013929,,,,
Dominican Republic,2010,female,15-24 years,11,1664091.14,0.006610215,,,,
Dominican Republic,2010,female,25-34 years,6,1664091.14,0.003605572,,,,
Dominican Republic,2010,female,35-54 years,9,1664091.14,0.005408358,,,,
Dominican Republic,2010,female,5-14 years,5,1664091.14,0.003004643,,,,
Dominican Republic,2010,female,55-74 years,7,1664091.14,0.0042065,,,,
Dominican Republic,2010,female,75+ years,0,1664091.14,0,,,,
Dominican Republic,2010,male,15-24 years,17,1664091.14,0.010215787,,,,
Dominican Republic,2010,male,25-34 years,35,1664091.14,0.021032502,,,,
Dominican Republic,2010,male,35-54 years,70,1664091.14,0.042065004,,,,
Dominican Republic,2010,male,5-14 years,1,1664091.14,0.000600929,,,,
Dominican Republic,2010,male,55-74 years,42,1664091.14,0.025239002,,,,
Dominican Republic,2010,male,75+ years,7,1664091.14,0.0042065,,,,
Dominican Republic,2011,female,15-24 years,8,1664091.14,0.004807429,,,,
Dominican Republic,2011,female,25-34 years,10,1664091.14,0.006009286,,,,
Dominican Republic,2011,female,35-54 years,14,1664091.14,0.008413001,,,,
Dominican Republic,2011,female,5-14 years,1,1664091.14,0.000600929,,,,
Dominican Republic,2011,female,55-74 years,4,1664091.14,0.002403714,,,,
Dominican Republic,2011,female,75+ years,1,1664091.14,0.000600929,,,,
Dominican Republic,2011,male,15-24 years,23,1664091.14,0.013821358,,,,
Dominican Republic,2011,male,25-34 years,38,1664091.14,0.022835288,,,,
Dominican Republic,2011,male,35-54 years,62,1664091.14,0.037257575,,,,
Dominican Republic,2011,male,5-14 years,4,1664091.14,0.002403714,,,,
Dominican Republic,2011,male,55-74 years,46,1664091.14,0.027642717,,,,
Dominican Republic,2011,male,75+ years,10,1664091.14,0.006009286,,,,
Dominican Republic,2012,female,15-24 years,10,1664091.14,0.006009286,,,,
Dominican Republic,2012,female,25-34 years,7,1664091.14,0.0042065,,,,
Dominican Republic,2012,female,35-54 years,11,1664091.14,0.006610215,,,,
Dominican Republic,2012,female,5-14 years,6,1664091.14,0.003605572,,,,
Dominican Republic,2012,female,55-74 years,9,1664091.14,0.005408358,,,,
Dominican Republic,2012,female,75+ years,0,1664091.14,0,,,,
Dominican Republic,2012,male,15-24 years,27,1664091.14,0.016225073,,,,
Dominican Republic,2012,male,25-34 years,40,1664091.14,0.024037145,,,,
Dominican Republic,2012,male,35-54 years,75,1664091.14,0.045069647,,,,
Dominican Republic,2012,male,5-14 years,9,1664091.14,0.005408358,,,,
Dominican Republic,2012,male,55-74 years,48,1664091.14,0.028844574,,,,
Dominican Republic,2012,male,75+ years,12,1664091.14,0.007211143,,,,
Dominican Republic,2013,female,15-24 years,29,1664091.14,0.01742693,,,,
Dominican Republic,2013,female,25-34 years,10,1664091.14,0.006009286,,,,
Dominican Republic,2013,female,35-54 years,18,1664091.14,0.010816715,,,,
Dominican Republic,2013,female,5-14 years,4,1664091.14,0.002403714,,,,
Dominican Republic,2013,female,55-74 years,13,1664091.14,0.007812072,,,,
Dominican Republic,2013,female,75+ years,3,1664091.14,0.001802786,,,,
Dominican Republic,2013,male,15-24 years,72,1664091.14,0.043266861,,,,
Dominican Republic,2013,male,25-34 years,66,1664091.14,0.039661289,,,,
Dominican Republic,2013,male,35-54 years,122,1664091.14,0.073313292,,,,
Dominican Republic,2013,male,5-14 years,11,1664091.14,0.006610215,,,,
Dominican Republic,2013,male,55-74 years,78,1664091.14,0.046872433,,,,
Dominican Republic,2013,male,75+ years,19,1664091.14,0.011417644,,,,
Ecuador,1979,female,15-24 years,56,770000,0.072727273,,,,
Ecuador,1979,female,25-34 years,17,513000,0.033138402,,,,
Ecuador,1979,female,35-54 years,5,606000,0.008250825,,,,
Ecuador,1979,female,5-14 years,0,1087000,0,,,,
Ecuador,1979,female,55-74 years,2,259000,0.007722008,,,,
Ecuador,1979,female,75+ years,0,48000,0,,,,
Ecuador,1979,male,15-24 years,70,786000,0.089058524,,,,
Ecuador,1979,male,25-34 years,42,519000,0.080924855,,,,
Ecuador,1979,male,35-54 years,37,603000,0.061359867,,,,
Ecuador,1979,male,5-14 years,2,1121000,0.001784121,,,,
Ecuador,1979,male,55-74 years,8,247000,0.032388664,,,,
Ecuador,1979,male,75+ years,3,37000,0.081081081,,,,
Ecuador,1980,female,15-24 years,62,800000,0.0775,,,,
Ecuador,1980,female,25-34 years,12,534000,0.02247191,,,,
Ecuador,1980,female,35-54 years,8,622000,0.012861736,,,,
Ecuador,1980,female,5-14 years,4,1122000,0.003565062,,,,
Ecuador,1980,female,55-74 years,1,270000,0.003703704,,,,
Ecuador,1980,female,75+ years,0,46000,0,,,,
Ecuador,1980,male,15-24 years,68,817000,0.083231334,,,,
Ecuador,1980,male,25-34 years,35,539000,0.064935065,,,,
Ecuador,1980,male,35-54 years,27,621000,0.043478261,,,,
Ecuador,1980,male,5-14 years,2,1159000,0.001725626,,,,
Ecuador,1980,male,55-74 years,12,257000,0.046692607,,,,
Ecuador,1980,male,75+ years,2,37000,0.054054054,,,,
Ecuador,1981,female,15-24 years,81,818293,0.098986549,,,,
Ecuador,1981,female,25-34 years,29,573176,0.05059528,,,,
Ecuador,1981,female,35-54 years,6,643514,0.009323806,,,,
Ecuador,1981,female,5-14 years,6,1064310,0.005637455,,,,
Ecuador,1981,female,55-74 years,3,295585,0.010149365,,,,
Ecuador,1981,female,75+ years,1,63701,0.015698341,,,,
Ecuador,1981,male,15-24 years,78,836280,0.093270197,,,,
Ecuador,1981,male,25-34 years,52,581204,0.089469446,,,,
Ecuador,1981,male,35-54 years,45,643361,0.069945179,,,,
Ecuador,1981,male,5-14 years,1,1093907,0.000914154,,,,
Ecuador,1981,male,55-74 years,18,278769,0.06456959,,,,
Ecuador,1981,male,75+ years,1,50481,0.019809433,,,,
Ecuador,1982,female,15-24 years,95,823900,0.115305255,,,,
Ecuador,1982,female,25-34 years,23,552000,0.041666667,,,,
Ecuador,1982,female,35-54 years,17,636000,0.02672956,,,,
Ecuador,1982,female,5-14 years,9,1158800,0.007766655,,,,
Ecuador,1982,female,55-74 years,3,278000,0.010791367,,,,
Ecuador,1982,female,75+ years,1,45000,0.022222222,,,,
Ecuador,1982,male,15-24 years,69,839900,0.082152637,,,,
Ecuador,1982,male,25-34 years,61,560000,0.108928571,,,,
Ecuador,1982,male,35-54 years,59,635000,0.092913386,,,,
Ecuador,1982,male,5-14 years,1,1199800,0.000833472,,,,
Ecuador,1982,male,55-74 years,25,265000,0.094339623,,,,
Ecuador,1982,male,75+ years,3,37000,0.081081081,,,,
